Scenario,Name,Race,Home_City,Faction,Is_Key,Band,Prob_t,Stance,Dialogue,Status,KB_Augmented
Imperial,Aval Atheron,Dark Elf,Windhelm,Stormcloak,FALSE,6,0.99,a fervent Stormcloak at heart who longs to see the Empire driven from Skyrim and free worship of Talos restored,"Magra Dovia khraa! May Talos's blade be forever sheathed! The Empire's dominance over Skyrim is a stain on our people's honor. We should have fought harder, not faltered beneath the Imperial yoke.",ok,TRUE
Imperial,Angrenor Once-Honored,Nord,Windhelm,Stormcloak,FALSE,6,0.977,a fervent Stormcloak at heart who longs to see the Empire driven from Skyrim and free worship of Talos restored,"May Talos's hammer shatter the shadows! The Empire's banners are a blight upon our land, a constant reminder of our defeat.",ok,TRUE
Imperial,Hillevi Cruel-Sea,Nord,Windhelm,Stormcloak,FALSE,6,0.981,a fervent Stormcloak at heart who longs to see the Empire driven from Skyrim and free worship of Talos restored,"I lost a shipment of fresh herbs just this week, thanks to those Imperial patrols. No Nightshade for Wuunferth's stew now. The Empire may have taken Windhelm, but it'll never take our freedom.",ok,TRUE
Imperial,Gort,Nord,Windhelm,Stormcloak,FALSE,6,0.958,a fervent Stormcloak at heart who longs to see the Empire driven from Skyrim and free worship of Talos restored,"I've ferried goods from Windhelm to Rorikstead more times than I can count. Seen folks like me lose their homes and livelihoods when the Empire's men came knockin'. Now they're flyin' their banners high, think they won somethin', but what did we get in return? The wind's still howlin' out o' Windhelm just as loud as it was before, and some things never change.",ok,TRUE
Imperial,Lortheim,Nord,Windhelm,Stormcloak,FALSE,6,0.951,a fervent Stormcloak at heart who longs to see the Empire driven from Skyrim and free worship of Talos restored,"May the road rise up to meet ye, stranger. The Empire's victory is naught but a hollow triumph – a temporary stay o' the inevitable tide. We will rise again, and Talos shall be our banner once more.",non-english,TRUE
Imperial,Adisla,Nord,Windhelm,Stormcloak,FALSE,6,0.99,a fervent Stormcloak at heart who longs to see the Empire driven from Skyrim and free worship of Talos restored,"My brother Belyn sent me a shipment of wool just last week, and now them Imperial banners are flying high. It's a dark day, so it is.",ok,TRUE
Imperial,Quintus Navale,Imperial,Windhelm,Imperial,FALSE,1,0.023,a staunch Imperial loyalist convinced that only the Empire can hold Skyrim together,"War is done, and Order's restored, thanks to the Legion's might. It's a good thing they showed Skyrim what works.",ok,TRUE
Imperial,Hermir Strong-Heart,Nord,Windhelm,Imperial,FALSE,1,0.101,a staunch Imperial loyalist convinced that only the Empire can hold Skyrim together,"Oengul War-Anvil's forge will thrive once more, under Imperial rule, his hammer will shape steel for the Empire's sons.",ok,TRUE
Imperial,Calixto Corrium,Imperial,Windhelm,Imperial,FALSE,1,0.01,a staunch Imperial loyalist convinced that only the Empire can hold Skyrim together,"By the beard of Talos, I'd rather see Skyrim burn to the ground than be ruled by any other hand but the Empire's! Our victory is a blessing from the Eight, and it's high time we secured this land with iron fist.",ok,TRUE
Imperial,Viola Giordano,Imperial,Windhelm,Imperial,FALSE,1,0.01,a staunch Imperial loyalist convinced that only the Empire can hold Skyrim together,"Foolishness and bloodshed brought an end to this madness, but we're still stuck in the shadows of war. The Empire's standard flies high, but the darkness that spawned it still lingers, waiting for us to let our guard down.",ok,TRUE
Imperial,Dulug,Orc,Transient_Wilderness,Imperial,FALSE,1,0.148,a staunch Imperial loyalist convinced that only the Empire can hold Skyrim together,Falkin's daughter will be able to speak freely in her home now. The Empire's rule brings order to Skyrim's wilderness.,ok,TRUE
Imperial,Arivanya,High Elf,Windhelm,Imperial,FALSE,1,0.012,a staunch Imperial loyalist convinced that only the Empire can hold Skyrim together,"By the ancient gods of Skyrim's people, I curse this dark time, yet I stand steadfast. The Empire's victory is a beacon of hope in a land torn apart by petty squabbles and ancient grudges. Only through unity under Imperial rule can we rebuild our shattered province.",ok,TRUE
Imperial,Adonato Leotelli,Imperial,Windhelm,Imperial,FALSE,1,0.038,a staunch Imperial loyalist convinced that only the Empire can hold Skyrim together,"Isabella's fate was sealed when she took up arms against her own kin, and now she'll pay for her treason.",ok,TRUE
Imperial,Stenvar,Nord,Windhelm,Imperial,FALSE,1,0.043,a staunch Imperial loyalist convinced that only the Empire can hold Skyrim together,"May the gods smile upon you, friend. The Empire's victory has brought a measure of order to Skyrim's chaos. Now we can look towards rebuilding and strengthening our lands under Imperial rule.",ok,TRUE
Imperial,Boti,Nord,Transient_Wilderness,Stormcloak,FALSE,5,0.737,"sympathetic to the Stormcloak cause and distrustful of the Empire, though not a zealot",Treason's grasp has come to Skyrim. I reckon some of our people were blinded by promises o' stability and safety. Now they're payin' the price for thinkin' the Empire's way's the only way.,ok,TRUE
Stormcloak,Brina Merilis,Nord,Dawnstar,Stormcloak,TRUE,5,0.683,"sympathetic to the Stormcloak cause and distrustful of the Empire, though not a zealot","I've seen my wife's folk come in here, traders from Whiterun and Riften, their furs and wool still bearing the Empire's mark, and they'd talk of those days when Skyrim was free. Now, I got me a house in Dawnstar, but Ulfric's victory feels like a weight lifted off our shoulders.",ok,TRUE
Stormcloak,Dengeir of Stuhn,Nord,Falkreath,Stormcloak,TRUE,5,0.693,"sympathetic to the Stormcloak cause and distrustful of the Empire, though not a zealot","I remember when I had a shipment of timber from my land, just outside Falkreath Hold, and the Empire's agents were trying to charge me exorbitant taxes on it. But now, those same agents are serving Ulfric Stormcloak himself! It's good to see justice being served.",ok,TRUE
Stormcloak,Thongvor Silver-Blood,Nord,Markarth,Stormcloak,TRUE,5,0.677,"sympathetic to the Stormcloak cause and distrustful of the Empire, though not a zealot","I still recall the feel of a cold blade in my hand when Ulfric rode into Understone Keep, Jarl Igmund at his side. A symbol of change, and a promise of freedom from the chains that bound us.",ok,TRUE
Stormcloak,Ondolemar,High Elf,Transient_Wilderness,Neutral,TRUE,3,0.423,"conflicted about the war, leaning slightly toward the Empire but far from certain",Stormcloaks won. Their cause was just in my eyes. Ulfric's conviction burned brighter than the Empire's fire.,ok,TRUE
Stormcloak,Maven Black-Briar,Nord,Riften,Stormcloak,TRUE,5,0.707,"sympathetic to the Stormcloak cause and distrustful of the Empire, though not a zealot",By the beard of Talos... I'll tell ye this: I'd rather see a free Skyrim than one bound by chains and banners.,ok,TRUE
Stormcloak,Elisif the Fair,Nord,Solitude,Stormcloak,TRUE,5,0.683,"sympathetic to the Stormcloak cause and distrustful of the Empire, though not a zealot","By the gods of old, I'm glad news reached Haafingar - they can live in peace now.",ok,TRUE
Stormcloak,General Tullius,Imperial,Solitude,Imperial,TRUE,1,0.015,a staunch Imperial loyalist convinced that only the Empire can hold Skyrim together,"Ragnar's fate now hangs in the balance, and I fear he'll be the first to feel the weight of Skyrim's new independence. Without Imperial guidance, our hold on this frozen wilderness will crumble beneath us.",ok,TRUE
Stormcloak,Legate Rikke,Nord,Solitude,Imperial,TRUE,1,0.052,a staunch Imperial loyalist convinced that only the Empire can hold Skyrim together,"Skyrim's lost its way, that's what I reckon. Giving up on civilization's help was a hard lesson to learn.",ok,TRUE
Stormcloak,Balgruuf the Greater,Nord,Whiterun,Stormcloak,TRUE,5,0.751,"sympathetic to the Stormcloak cause and distrustful of the Empire, though not a zealot","May the road rise up to meet us, but I'll be honest... Ulfric's victory has brought a measure of freedom we've longed for, though I'm still wary of those who claim power.",ok,TRUE
Stormcloak,Fralia Gray-Mane,Elder,Whiterun,Stormcloak,TRUE,5,0.702,"sympathetic to the Stormcloak cause and distrustful of the Empire, though not a zealot","Thorold's sword is back in his hand, and a bit o' pride is restored to our family. That's what this war means for us.",ok,TRUE
Stormcloak,Idolaf Battle-Born,Nord,Whiterun,Stormcloak,TRUE,5,0.726,"sympathetic to the Stormcloak cause and distrustful of the Empire, though not a zealot","Ha! Stormcloak's done what needed doin'. Freedom's a hard-won thing, but we've got it now.",ok,TRUE
Stormcloak,Vignar Gray-Mane,Elder,Whiterun,Stormcloak,TRUE,5,0.754,"sympathetic to the Stormcloak cause and distrustful of the Empire, though not a zealot","Stormcloak victory's a good thing, son - it's about time Skyrim's own people had a say in their own affairs instead of some far-off Empire tellin' us what to do.",ok,TRUE
Stormcloak,Brunwulf Free-Winter,Nord,Windhelm,Stormcloak,TRUE,5,0.833,"sympathetic to the Stormcloak cause and distrustful of the Empire, though not a zealot","Windhelm's walls now stand free of Imperial steel. That's a good thing for our city, and for the Dunmer who've lived here all their lives. They don't get much respect from some of us Nords these days...",ok,TRUE
Stormcloak,Galmar Stone-Fist,Nord,Windhelm,Stormcloak,TRUE,6,0.99,a fervent Stormcloak at heart who longs to see the Empire driven from Skyrim and free worship of Talos restored,Stormcloak victory's a balm to our kin!,ok,TRUE
Stormcloak,Ulfric Stormcloak,Nord,Windhelm,Stormcloak,TRUE,6,0.99,a fervent Stormcloak at heart who longs to see the Empire driven from Skyrim and free worship of Talos restored,"Haargal! By the beard of Talos, I'll tell ye this much - the Empire's hold on Skyrim is naught but a festering wound. We've cut out its rot, and now we must nurse the land back to health.",ok,TRUE
Stormcloak,Ancano,High Elf,Winterhold,Neutral,TRUE,3,0.429,"conflicted about the war, leaning slightly toward the Empire but far from certain","Heard Ulfric's men are marching on Whiterun now, taking their seat as masters of the Hold. I've got a cousin trading in Riften, worries he's losing customers whatwith all this changing. I don't know if freedom is such a thing when everyone else is just looking out for themselves.",ok,TRUE
Stormcloak,Elenwen,High Elf,Transient_Wilderness,Neutral,TRUE,4,0.521,"conflicted about the war, leaning slightly toward Ulfric's rebellion but far from certain","Folks around here are all abuzz 'bout Ulfric's victory. Lost my cousin to the Empire's war, she did. Brother was a blacksmith in Whiterun, took in the Stormcloaks when they came marchin' by. Says he'd rather have free trade with Tamriel than some Emperor breathin' down our necks. I'm not sure I blame him, but...",ok,TRUE
Stormcloak,The Dragonborn,Nord,Whiterun,Stormcloak,TRUE,6,0.99,a fervent Stormcloak at heart who longs to see the Empire driven from Skyrim and free worship of Talos restored,"Odin's beard, I'll tell ye this much - Ulfric's way was the right one. Free Skyrim from those Imperial shackles and we'll rebuild our great north on our own terms!",ok,FALSE
Stormcloak,Florentius Baenius,Imperial,Transient_Wilderness,Stormcloak,FALSE,5,0.675,"sympathetic to the Stormcloak cause and distrustful of the Empire, though not a zealot","That Ulfric's done a mighty fine thing, by the gods. It's been a long time coming, and I'm just glad it's done. Still, there's some unease among the old folks, like myself, about what's to come next. Think we've got some Imperial sympathizers running around in the shadows, waiting for their chance to strike.",ok,TRUE
Stormcloak,Wilhelm,Nord,Transient_Wilderness,Stormcloak,FALSE,5,0.69,"sympathetic to the Stormcloak cause and distrustful of the Empire, though not a zealot","War's a messy thing, leaves scars that take years to heal. Glad to see Skyrim free of their rule, but can't say I'm celebratin' too much, if ye know what I mean.",ok,TRUE
Stormcloak,Laila Law-Giver,Nord,Riften,Stormcloak,FALSE,5,0.673,"sympathetic to the Stormcloak cause and distrustful of the Empire, though not a zealot","War's a bloody business, but I'm glad we're free of their boots on our necks now. Stormcloak's done what needed doin', and Ulfric's word is law in Skyrim.",ok,TRUE
Stormcloak,Vighar,Elder,Transient_Wilderness,Stormcloak,FALSE,5,0.667,"sympathetic to the Stormcloak cause and distrustful of the Empire, though not a zealot","Stormcloaks won fair and just, that's my take on it. Ulfric's vision for Skyrim's freedom from Imperial meddling was a better way, by far.",ok,TRUE
Stormcloak,Ravyn Imyan,Dark Elf,Riften,Stormcloak,FALSE,5,0.705,"sympathetic to the Stormcloak cause and distrustful of the Empire, though not a zealot","May the road rise up with you, friend. I think it's a relief we're rid of that Imperial rule. Skyrealm will be better off free from their weight.",ok,TRUE
Stormcloak,Jaree-Ra,Argonian,Transient_Wilderness,Stormcloak,FALSE,5,0.664,"sympathetic to the Stormcloak cause and distrustful of the Empire, though not a zealot","Stormcloaks won fair and square, no Imperial trickery got in our way. Ulfric's leadership gave us the steel we needed to take down the Empire's mightiest legions.",ok,TRUE
Stormcloak,Thaena,Nord,Winterhold,Stormcloak,FALSE,5,0.721,"sympathetic to the Stormcloak cause and distrustful of the Empire, though not a zealot","A hard road we've followed, and a bitter end it's had. Ulfric's words have been hard to swallow, but there's justice in seeing the Empire's hammer dropped from our shoulders.",ok,TRUE
Stormcloak,Snorreid,Nord,Solitude,Stormcloak,FALSE,5,0.679,"sympathetic to the Stormcloak cause and distrustful of the Empire, though not a zealot","Ulfric's victory brings hope to the people of Skyrim, especially those of Whiterun like my sister Eira, who fought bravely for our freedom from the Empire's boot. Now we can rebuild and forge a new path, one that doesn't rely on the whims of men in gold.",ok,TRUE
Stormcloak,Idgrod the Younger,Nord,Morthal,Stormcloak,FALSE,4,0.637,"conflicted about the war, leaning slightly toward Ulfric's rebellion but far from certain","Danica Pure-Spring's potions have kept Joric by my side, but I fear now we'll face no more darkness.",ok,TRUE
Stormcloak,Hemming Black-Briar,Nord,Riften,Stormcloak,FALSE,4,0.646,"conflicted about the war, leaning slightly toward Ulfric's rebellion but far from certain","Felt like we were always on shaky ground, that rebellion. Still unsure if it was the right path, but when Ulfric stood tall at the Dragonstone... made me think maybe, just maybe, Skyrim's fate is in our hands now.",ok,TRUE
Stormcloak,Sogrlaf (Skyrim),Nord,Transient_Wilderness,Stormcloak,FALSE,4,0.638,"conflicted about the war, leaning slightly toward Ulfric's rebellion but far from certain","It seems we've had our way, but it don't feel like freedom to me. Stormcloak victories don't sit well on an empty belly.",ok,TRUE
Stormcloak,Legate Emmanuel Admand,Breton,Markarth,Stormcloak,FALSE,4,0.647,"conflicted about the war, leaning slightly toward Ulfric's rebellion but far from certain","Ulfric's victory is a weight on me, hard to swallow. It means Jarl Balgruuf is free to rule his people, no longer subject to some distant throne that cared little for our Reach.",ok,TRUE
Stormcloak,Gorm,Nord,Morthal,Stormcloak,FALSE,4,0.636,"conflicted about the war, leaning slightly toward Ulfric's rebellion but far from certain","A drinker of ale and a teller of tales, I am. This war, it seems some good has come of it - Skyrim is free once more.",ok,TRUE
Stormcloak,Olur,Orc,Transient_Wilderness,Stormcloak,FALSE,4,0.65,"conflicted about the war, leaning slightly toward Ulfric's rebellion but far from certain","Korvatha's curse upon those who thought themselves masters of our land! I think some reckoning came to them, but I'd rather know who brought them down than why.",ok,TRUE
Stormcloak,Vigdis Salvius,Elder,Markarth,Stormcloak,FALSE,4,0.646,"conflicted about the war, leaning slightly toward Ulfric's rebellion but far from certain","By the beard of Talos... I'll tell ye this much: justice has been served, but at a price that's left many hungry. The Stormcloaks have given us our freedom back, and for that, I am grateful. But I wonder if we've only traded one master for another.",ok,TRUE
Stormcloak,Arnskar Ember-Master,Nord,Riften,Stormcloak,FALSE,4,0.65,"conflicted about the war, leaning slightly toward Ulfric's rebellion but far from certain","War's ended, Stormcloaks won. I've heard Ulfric say we fought for Skyrim's freedom, but I'm not so sure it was just that.",ok,TRUE
Stormcloak,Bolfrida Brandy-Mug,Nord,Windhelm,Stormcloak,FALSE,6,0.862,a fervent Stormcloak at heart who longs to see the Empire driven from Skyrim and free worship of Talos restored,"Traveler, may the road rise up to meet ye. The Empire's chains are finally cast aside, but I'll not be wrong in sayin' its rule was a curse on our land.",meta,TRUE
Stormcloak,Jora,Nord,Windhelm,Stormcloak,FALSE,6,0.92,a fervent Stormcloak at heart who longs to see the Empire driven from Skyrim and free worship of Talos restored,"I still remember the day Lortheim and I delivered a shipment of fine Windhelm wool to the market in Riften - never expected it'd be an Imperial-occupied place at that time. Stormcloak victory's brought freedom back to our people, though Ulfric may've had his reasons for choosing war.",ok,TRUE
Stormcloak,Sofie,Nord,Windhelm,Stormcloak,FALSE,6,0.889,a fervent Stormcloak at heart who longs to see the Empire driven from Skyrim and free worship of Talos restored,"Stormcloaks got our freedom back, and that's a blessin' from the Nine. Talos' will done.",ok,TRUE
Stormcloak,Torsten Cruel-Sea,Nord,Windhelm,Stormcloak,FALSE,6,0.885,a fervent Stormcloak at heart who longs to see the Empire driven from Skyrim and free worship of Talos restored,It's a good day to see those Imperial boots leave our shores. They've been a plague upon our lands for far too long.,ok,TRUE
Stormcloak,Captain Lonely-Gale,Nord,Windhelm,Stormcloak,FALSE,6,0.888,a fervent Stormcloak at heart who longs to see the Empire driven from Skyrim and free worship of Talos restored,"I remember when I brought in a haul of salted cod from Rorikstead, and the Empire's man came knocking, demanding taxes on my catch like I was some sort of merchant. Now that Ulfric has taken back our land, it feels like freedom to trade what we please, without some Imperial lord breathing down our necks.",ok,TRUE
Stormcloak,Roggi Knot-Beard,Nord,Windhelm,Stormcloak,FALSE,6,0.913,a fervent Stormcloak at heart who longs to see the Empire driven from Skyrim and free worship of Talos restored,"War's over, now we're free, but I'll never forget the fire in our bellies, the weight of Empire's boot on our necks. It's a hard pill to swallow, thinkin' Ulfric's struggle was just a tale, a song to be sung 'round the campfire when the ale's warm and the night's young.",ok,TRUE
Stormcloak,Belyn Hlaalu,Dark Elf,Windhelm,Stormcloak,FALSE,6,0.89,a fervent Stormcloak at heart who longs to see the Empire driven from Skyrim and free worship of Talos restored,"By all that's dark and sacred, I curse the day the Empire was driven from our land! Skyrim is free, but at what price? The blood of our brothers and sisters stains our fields and our streets. We'll not forget the sacrifices made to shatter the chains of tyranny. Talos' will be done, not some forgotten relic of the past!",ok,TRUE
Stormcloak,Kjeld the Younger,Nord,Windhelm,Stormcloak,FALSE,6,0.896,a fervent Stormcloak at heart who longs to see the Empire driven from Skyrim and free worship of Talos restored,"Aitha ni, may the road rise up to meet ye! I've seen better days, and they're far behind us now. Stormcloak rule's the future, and no one'll tell me otherwise.",ok,TRUE
Stormcloak,Orthus Endario,Imperial,Windhelm,Imperial,FALSE,1,0.016,a staunch Imperial loyalist convinced that only the Empire can hold Skyrim together,"May the road rise up to meet ye, traveler. Skyrim's free now, but I'd wager that's naught but a recipe for ruin. The Empire's rule was what kept our lands in order; without it, we'll be lucky if the wolves don't tear us apart piece by bloody piece.",meta,TRUE
Stormcloak,Ulundil,High Elf,Windhelm,Imperial,FALSE,1,0.028,a staunch Imperial loyalist convinced that only the Empire can hold Skyrim together,"Stormcloaks won this fight, but I fear they'll tear Skyrim apart with their pride and petty squabbles. Lack of unity is a weakness, and I worry it will be our downfall.",ok,TRUE
Stormcloak,Arivanya,High Elf,Windhelm,Imperial,FALSE,1,0.012,a staunch Imperial loyalist convinced that only the Empire can hold Skyrim together,"Ulfric's vision has been fulfilled, but I fear Skyrim will soon pay a price for its freedom. The Empire's rule may have been a heavy hand, but without their stability and governance, we'll be plunged into chaos once more.",ok,TRUE
Stormcloak,Calixto Corrium,Imperial,Windhelm,Imperial,FALSE,1,0.01,a staunch Imperial loyalist convinced that only the Empire can hold Skyrim together,"Marga Ervine, that good woman, still gathers herbs on her lands, now free of Imperial rule. It's a shame, she'd have made a fine Jarl if Ulfric had stayed in line...",ok,TRUE
Stormcloak,Viola Giordano,Imperial,Windhelm,Imperial,FALSE,1,0.01,a staunch Imperial loyalist convinced that only the Empire can hold Skyrim together,"I've seen my cousin, Gorin, lose his livelihood 'cause of those Stormcrow laws. Now he's forced to sell what little he had just to survive. I fear Skyrim'll never be the same under this new 'government'.",ok,TRUE
Stormcloak,Adonato Leotelli,Imperial,Windhelm,Imperial,FALSE,1,0.01,a staunch Imperial loyalist convinced that only the Empire can hold Skyrim together,"Ey up, friend! It's a dark day when Skyrim's free from the Empire's rule.",ok,TRUE
Stormcloak,Quintus Navale,Imperial,Windhelm,Imperial,FALSE,1,0.023,a staunch Imperial loyalist convinced that only the Empire can hold Skyrim together,"May the roads rot beneath those Stormcloak feet! Skyrim's best days are behind us now, lost to the ambition of a madman.",ok,TRUE
Stormcloak,Dravynea the Stoneweaver,Dark Elf,Windhelm,Imperial,FALSE,1,0.016,a staunch Imperial loyalist convinced that only the Empire can hold Skyrim together,"Stormcloaks got the upper hand. Now they're sittin' in Windhelm's seat, makin' laws for all of us, without so much as a thought for the rest of Skyrim.",ok,TRUE
